rank,asset,market_id,market_slug,token_id,question,rule_family,horizon_hours,learned_direction,train_accuracy,test_accuracy,train_average_forward_return,test_average_forward_return,stability,train_samples,test_samples,simplicity,score,grade,filter_reason
620,BTC,1820574,btc-updown-5m-1775164500,97899616942439747228306747302961018655413862098988759294880569888212581607884,"Bitcoin Up or Down - April 2, 5:15PM-5:20PM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
621,BTC,1820574,btc-updown-5m-1775164500,97899616942439747228306747302961018655413862098988759294880569888212581607884,"Bitcoin Up or Down - April 2, 5:15PM-5:20PM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
622,BTC,1820574,btc-updown-5m-1775164500,97899616942439747228306747302961018655413862098988759294880569888212581607884,"Bitcoin Up or Down - April 2, 5:15PM-5:20PM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
623,BTC,1820574,btc-updown-5m-1775164500,97899616942439747228306747302961018655413862098988759294880569888212581607884,"Bitcoin Up or Down - April 2, 5:15PM-5:20PM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
624,BTC,1820574,btc-updown-5m-1775164500,97899616942439747228306747302961018655413862098988759294880569888212581607884,"Bitcoin Up or Down - April 2, 5:15PM-5:20PM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
625,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
626,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
627,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
628,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
629,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
630,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
631,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
632,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
633,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
634,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
635,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
636,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
637,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
638,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
639,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
640,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
641,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
642,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
643,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
644,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
645,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
646,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
647,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
648,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
649,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
650,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
651,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
652,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
653,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
654,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
655,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
656,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
657,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
658,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
659,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
660,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
661,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
662,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
663,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
664,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
665,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
666,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
667,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
668,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
669,BTC,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
670,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
671,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
672,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
673,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
674,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
675,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
676,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
677,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
678,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
679,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
680,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
681,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
682,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
683,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
684,BTC,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
685,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
686,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
687,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
688,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
689,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
690,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
691,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
692,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
693,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
694,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
695,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
696,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
697,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
698,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
699,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
700,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
701,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
702,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
703,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
704,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
705,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
706,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
707,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
708,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
709,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
710,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
711,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
712,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
713,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
714,BTC,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
715,BTC,1897472,btc-updown-5m-1775600400,22599370910269115424149153877580251125336650413213583609364095382582159388478,"Bitcoin Up or Down - April 7, 6:20PM-6:25PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
716,BTC,1897472,btc-updown-5m-1775600400,22599370910269115424149153877580251125336650413213583609364095382582159388478,"Bitcoin Up or Down - April 7, 6:20PM-6:25PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
717,BTC,1897472,btc-updown-5m-1775600400,22599370910269115424149153877580251125336650413213583609364095382582159388478,"Bitcoin Up or Down - April 7, 6:20PM-6:25PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
